DEVICE_MAC,PACKET_DIRECTION,SERVER_ADDRESS,PACKET_LENGTH,DEVICE_NAME
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-100-21-50-22.us-west-2.compute.amazonaws.com,736,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-100-21-50-22.us-west-2.compute.amazonaws.com,834,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-100-21-50-22.us-west-2.compute.amazonaws.com,189,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-100-21-50-22.us-west-2.compute.amazonaws.com,695,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-100-21-50-22.us-west-2.compute.amazonaws.com,655,Ring Doorbell
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1204,Nest Camera
90:48:6c:06:8f:74,DEVICE_TO_SERVER,wu.ring.com,991,Ring Doorbell
34:ab:95:f6:82:94,DEVICE_TO_SERVER,a30xqtffg389ek-ats.iot.us-west-2.amazonaws.com,132,Ultraloq Smart Lock
90:48:6c:06:8f:74,DEVICE_TO_SERVER,fw-eventstream.ring.com,421,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,fw-eventstream.ring.com,499,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,fw-eventstream.ring.com,588,Ring Doorbell
34:ab:95:f6:82:94,DEVICE_TO_SERVER,a30xqtffg389ek-ats.iot.us-west-2.amazonaws.com,131,Ultraloq Smart Lock
34:ab:95:f6:82:94,SERVER_TO_DEVICE,a30xqtffg389ek-ats.iot.us-west-2.amazonaws.com,129,Ultraloq Smart Lock
34:ab:95:f6:82:94,DEVICE_TO_SERVER,a30xqtffg389ek-ats.iot.us-west-2.amazonaws.com,353,Ultraloq Smart Lock
34:ab:95:f6:82:94,SERVER_TO_DEVICE,a30xqtffg389ek-ats.iot.us-west-2.amazonaws.com,1257,Ultraloq Smart Lock
34:ab:95:f6:82:94,SERVER_TO_DEVICE,a30xqtffg389ek-ats.iot.us-west-2.amazonaws.com,60,Ultraloq Smart Lock
34:ab:95:f6:82:94,SERVER_TO_DEVICE,a30xqtffg389ek-ats.iot.us-west-2.amazonaws.com,99,Ultraloq Smart Lock
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1166,Nest Camera
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-100-21-50-22.us-west-2.compute.amazonaws.com,384,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-100-21-50-22.us-west-2.compute.amazonaws.com,872,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,fw-eventstream.ring.com,1035,Ring Doorbell
64:16:66:49:3e:cb,SERVER_TO_DEVICE,oculus9353-us1.dropcam.com,156,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1102,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,938,Nest Camera
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-100-21-50-22.us-west-2.compute.amazonaws.com,950,Ring Doorbell
90:48:6c:06:8f:74,SERVER_TO_DEVICE,fw-eventstream.ring.com,197,Ring Doorbell
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,392,Nest Camera
90:48:6c:06:8f:74,DEVICE_TO_SERVER,fw-eventstream.ring.com,1222,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,fw-eventstream.ring.com,140,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,fw-eventstream.ring.com,489,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,fw-eventstream.ring.com,689,Ring Doorbell
24:ce:33:24:b5:cb,DEVICE_TO_SERVER,device-metrics-us-2.amazon.com,492,Amazon Plug
34:6f:92:1d:ba:50,DEVICE_TO_SERVER,192.168.47.2,54,Sensi Thermostat
34:6f:92:1d:ba:50,DEVICE_TO_SERVER,icda.sensicomfort.com,330,Sensi Thermostat
34:6f:92:1d:ba:50,SERVER_TO_DEVICE,icda.sensicomfort.com,61,Sensi Thermostat
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,778,Nest Camera
34:ab:95:f6:82:94,DEVICE_TO_SERVER,a30xqtffg389ek-ats.iot.us-west-2.amazonaws.com,275,Ultraloq Smart Lock
34:ab:95:f6:82:94,SERVER_TO_DEVICE,a30xqtffg389ek-ats.iot.us-west-2.amazonaws.com,126,Ultraloq Smart Lock
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,160,Nest Camera
34:ab:95:f6:82:94,SERVER_TO_DEVICE,a30xqtffg389ek-ats.iot.us-west-2.amazonaws.com,136,Ultraloq Smart Lock
34:ab:95:f6:82:94,SERVER_TO_DEVICE,a30xqtffg389ek-ats.iot.us-west-2.amazonaws.com,973,Ultraloq Smart Lock
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-100-21-50-22.us-west-2.compute.amazonaws.com,700,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-100-21-50-22.us-west-2.compute.amazonaws.com,443,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,fw-eventstream.ring.com,1311,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,fw-eventstream.ring.com,239,Ring Doorbell
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,618,Nest Camera
50:8a:06:4b:c5:c7,SERVER_TO_DEVICE,m2.tuyaus.com,331,Lumiman Bulb
50:8a:06:4b:c5:c7,SERVER_TO_DEVICE,a3.tuyaus.com,1035,Lumiman Bulb
34:6f:92:1d:ba:50,DEVICE_TO_SERVER,icda.sensicomfort.com,475,Sensi Thermostat
b0:73:9c:e6:9a:b9,DEVICE_TO_SERVER,ec2-34-209-196-247.us-west-2.compute.amazonaws.com,619,Blink Mini Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,496,Nest Camera
b0:73:9c:e6:9a:b9,DEVICE_TO_SERVER,ec2-54-186-42-199.us-west-2.compute.amazonaws.com,827,Blink Mini Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1060,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,440,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,902,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1418,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,576,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,348,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1198,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1370,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,950,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,986,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1046,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1312,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1014,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1424,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1428,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,410,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,320,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,906,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,774,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,780,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,722,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,126,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,676,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1028,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1302,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1132,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,164,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,910,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1134,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,874,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1266,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,446,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,448,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1446,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1172,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,634,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,582,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1358,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1078,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,454,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1032,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,822,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1254,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1230,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,318,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,136,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,590,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,198,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1140,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1022,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,138,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,710,Nest Camera
d8:0d:17:33:c2:52,USER_TO_DEVICE,192.168.4.111,260,Kasa Bulb
d8:0d:17:33:c2:52,DEVICE_TO_USER,192.168.4.111,208,Kasa Bulb
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1114,Nest Camera
d8:0d:17:33:c2:52,DEVICE_TO_SERVER,use1-api.tplinkra.com,640,Kasa Bulb
d8:0d:17:33:c2:52,SERVER_TO_DEVICE,use1-api.tplinkra.com,1273,Kasa Bulb
d8:0d:17:33:c2:52,USER_TO_DEVICE,192.168.4.111,317,Kasa Bulb
d8:0d:17:33:c2:52,DEVICE_TO_USER,192.168.4.111,224,Kasa Bulb
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,528,Nest Camera
d8:0d:17:33:c2:52,USER_TO_DEVICE,192.168.4.111,316,Kasa Bulb
d8:0d:17:33:c2:52,SERVER_TO_DEVICE,use1-api.tplinkra.com,1101,Kasa Bulb
d8:0d:17:33:c2:52,SERVER_TO_DEVICE,use1-api.tplinkra.com,289,Kasa Bulb
d8:0d:17:33:c2:52,USER_TO_DEVICE,192.168.4.111,318,Kasa Bulb
d8:0d:17:33:c2:52,DEVICE_TO_USER,192.168.4.111,225,Kasa Bulb
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,368,Nest Camera
d8:0d:17:33:c2:52,DEVICE_TO_SERVER,use1-api.tplinkra.com,641,Kasa Bulb
d8:0d:17:33:c2:52,SERVER_TO_DEVICE,use1-api.tplinkra.com,1274,Kasa Bulb
70:74:14:c0:db:f0,DEVICE_TO_SERVER,A3BMBCWE3HYBWY.iot.us-west-2.amazonaws.com,305,Rachio Sprinkler Controller
d8:0d:17:33:c2:52,SERVER_TO_DEVICE,use1-api.tplinkra.com,259,Kasa Bulb
70:74:14:c0:db:f0,DEVICE_TO_SERVER,A3BMBCWE3HYBWY.iot.us-west-2.amazonaws.com,309,Rachio Sprinkler Controller
d8:0d:17:33:c2:52,USER_TO_DEVICE,192.168.4.111,250,Kasa Bulb
d8:0d:17:33:c2:52,DEVICE_TO_USER,192.168.4.111,140,Kasa Bulb
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,970,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,80,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,220,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1226,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,402,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,344,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1200,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,594,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1360,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1322,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,758,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1400,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,982,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,460,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1106,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,570,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,250,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,824,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,282,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,808,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1408,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1006,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,920,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,840,Nest Camera
64:16:66:49:3e:cb,SERVER_TO_DEVICE,oculus9353-us1.dropcam.com,758,Nest Camera
64:16:66:49:3e:cb,SERVER_TO_DEVICE,oculus9353-us1.dropcam.com,1104,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,616,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1128,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,68,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,886,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1062,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,706,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,648,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,952,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,226,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1162,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,342,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,888,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,480,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,792,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1208,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,740,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1064,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,256,Nest Camera
cc:a7:c1:62:cc:aa,SERVER_TO_DEVICE,trouter-us.production.nest.com,733,Nest Smoke & CO Detector
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,884,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,504,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,316,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,378,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,790,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1422,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,212,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,958,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,784,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,128,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,224,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,948,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,712,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,186,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,748,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,94,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1038,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1100,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,914,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,240,Nest Camera
d8:0d:17:33:c2:52,USER_TO_DEVICE,192.168.4.111,189,Kasa Bulb
d8:0d:17:33:c2:52,DEVICE_TO_USER,192.168.4.111,134,Kasa Bulb
d8:0d:17:33:c2:52,DEVICE_TO_USER,192.168.4.111,228,Kasa Bulb
d8:0d:17:33:c2:52,USER_TO_DEVICE,192.168.4.111,191,Kasa Bulb
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,98,Nest Camera
d8:0d:17:33:c2:52,DEVICE_TO_USER,192.168.4.111,136,Kasa Bulb
d8:0d:17:33:c2:52,USER_TO_DEVICE,192.168.4.111,186,Kasa Bulb
d8:0d:17:33:c2:52,DEVICE_TO_USER,192.168.4.111,282,Kasa Bulb
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,188,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1434,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,562,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,184,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1330,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,252,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1174,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1180,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,940,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,106,Nest Camera
d8:0d:17:33:c2:52,USER_TO_DEVICE,192.168.4.111,188,Kasa Bulb
d8:0d:17:33:c2:52,USER_TO_DEVICE,192.168.4.111,164,Kasa Bulb
d8:0d:17:33:c2:52,DEVICE_TO_USER,192.168.4.111,427,Kasa Bulb
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,122,Nest Camera
d8:0d:17:33:c2:52,DEVICE_TO_USER,192.168.4.111,317,Kasa Bulb
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1220,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,358,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,306,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1094,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,488,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,642,Nest Camera
d8:0d:17:33:c2:52,USER_TO_DEVICE,192.168.4.111,168,Kasa Bulb
d8:0d:17:33:c2:52,DEVICE_TO_USER,192.168.4.111,1078,Kasa Bulb
d8:0d:17:33:c2:52,DEVICE_TO_USER,192.168.4.111,417,Kasa Bulb
d8:0d:17:33:c2:52,USER_TO_DEVICE,192.168.4.111,505,Kasa Bulb
d8:0d:17:33:c2:52,DEVICE_TO_USER,192.168.4.111,120,Kasa Bulb
d8:0d:17:33:c2:52,USER_TO_DEVICE,192.168.4.111,496,Kasa Bulb
d8:0d:17:33:c2:52,DEVICE_TO_USER,192.168.4.111,420,Kasa Bulb
d8:0d:17:33:c2:52,USER_TO_DEVICE,192.168.4.111,465,Kasa Bulb
d8:0d:17:33:c2:52,DEVICE_TO_USER,192.168.4.111,159,Kasa Bulb
d8:0d:17:33:c2:52,USER_TO_DEVICE,192.168.4.111,187,Kasa Bulb
d8:0d:17:33:c2:52,DEVICE_TO_USER,192.168.4.111,129,Kasa Bulb
d8:0d:17:33:c2:52,DEVICE_TO_USER,192.168.4.111,751,Kasa Bulb
d8:0d:17:33:c2:52,USER_TO_DEVICE,192.168.4.111,455,Kasa Bulb
d8:0d:17:33:c2:52,DEVICE_TO_USER,192.168.4.111,1075,Kasa Bulb
d0:73:d5:12:8e:30,USER_TO_DEVICE,192.168.4.1,111,Lifx bulb
d0:73:d5:12:8e:30,USER_TO_DEVICE,192.168.4.111,103,Lifx bulb
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1238,Nest Camera
7c:f6:66:1f:a8:b6,SERVER_TO_DEVICE,ec2-52-43-232-245.us-west-2.compute.amazonaws.com,235,HBN Plug
7c:f6:66:1f:a8:b6,USER_TO_DEVICE,192.168.4.111,182,HBN Plug
70:74:14:c0:db:f0,DEVICE_TO_SERVER,A3BMBCWE3HYBWY.iot.us-west-2.amazonaws.com,307,Rachio Sprinkler Controller
70:74:14:c0:db:f0,DEVICE_TO_SERVER,A3BMBCWE3HYBWY.iot.us-west-2.amazonaws.com,261,Rachio Sprinkler Controller
d8:0d:17:33:c2:52,DEVICE_TO_USER,192.168.4.111,1051,Kasa Bulb
d8:0d:17:33:c2:52,DEVICE_TO_USER,192.168.4.111,217,Kasa Bulb
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1264,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1184,Nest Camera
d0:c5:d3:90:54:73,DEVICE_TO_USER,192.168.4.111,105,Roomba Robot
d0:c5:d3:90:54:73,DEVICE_TO_USER,192.168.4.111,399,Roomba Robot
d0:c5:d3:90:54:73,DEVICE_TO_USER,192.168.4.111,884,Roomba Robot
d0:c5:d3:90:54:73,USER_TO_DEVICE,192.168.4.111,256,Roomba Robot
34:ab:95:f6:82:94,DEVICE_TO_SERVER,a30xqtffg389ek-ats.iot.us-west-2.amazonaws.com,279,Ultraloq Smart Lock
90:48:6c:06:8f:74,SERVER_TO_DEVICE,cocoa.ring.com,1100,Ring Doorbell
90:48:6c:06:8f:74,SERVER_TO_DEVICE,ec2-44-232-38-142.us-west-2.compute.amazonaws.com,1028,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-232-38-142.us-west-2.compute.amazonaws.com,913,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-232-38-142.us-west-2.compute.amazonaws.com,793,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-232-38-142.us-west-2.compute.amazonaws.com,775,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-232-38-142.us-west-2.compute.amazonaws.com,829,Ring Doorbell
